#,Time,%Passes,Change,Test,Pass,Partial,Fail,Untested,SessionNumber,SessionRunNumber,IsSuite,SuiteTests,PrerequisiteTests,ExtraCreditTests,TestScores,FailFromPreReq,
5,Sat Oct 30 18:34:38 EDT 2021,4,0,F21A5GeneralStyle,ClassRegistryProvided MainClassProvided , ,A5CommonPropertiesInherited+ A5CommonSignaturesAreInherited+ A5Encapsulation+ A5InterfaceAsType+ A5NoHiddenFields+ A5NoStarImports+ A5NonPublicAccessModifiersMatched+ A5PackageDeclarations+ A5PublicMethodsOverride+ AndTestedChecker AndTestedTwoResultsChecker BaseCaseListToStringChecker+ BaseCaseSExpressionToStringChecker+ CondTestedChecker CondTestedResultsChecker ConsTestedChecker ConsTestedTwoResultsChecker EvalTestedChecker EvalTestedTwoResultsChecker F21A5NoCheckstyleWarnings+ GorETestedChecker GorETestedTwoResultsChecker GreaterTestedChecker GreaterTestedTwoResultsChecker LessTestedChecker LessTestedTwoResultsChecker ListTestedChecker ListTestedTwoResultsChecker ListToStringChecker+ ListToStringDeepChecker+ LoadChecker LorETestedChecker LorETestedTwoResultsChecker NotTestedChecker NotTestedTwoResultsChecker OrTestedChecker OrTestedTwoResultsChecker QuoteTestedChecker QuoteTestedTwoResultsChecker TestLispFileProvided , ,0,5,true,A5CommonPropertiesInherited A5CommonSignaturesAreInherited A5Encapsulation A5InterfaceAsType A5NoHiddenFields A5NoStarImports A5NonPublicAccessModifiersMatched A5PackageDeclarations A5PublicMethodsOverride F21A5NoCheckstyleWarnings ,BaseCaseListToStringChecker BaseCaseSExpressionToStringChecker ListToStringChecker ListToStringDeepChecker ,A5CommonPropertiesInherited A5CommonSignaturesAreInherited A5Encapsulation A5InterfaceAsType A5NoHiddenFields A5NoStarImports A5NonPublicAccessModifiersMatched A5PackageDeclarations A5PublicMethodsOverride F21A5NoCheckstyleWarnings ,A5CommonPropertiesInherited-(0.0/5.0) A5CommonSignaturesAreInherited-(0.0/5.0) A5Encapsulation-(0.0/3.0) A5InterfaceAsType-(0.0/5.0) A5NoHiddenFields-(0.0/2.0) A5NoStarImports-(0.0/2.0) A5NonPublicAccessModifiersMatched-(0.0/5.0) A5PackageDeclarations-(0.0/2.0) A5PublicMethodsOverride-(0.0/5.0) F21A5NoCheckstyleWarnings-(0.0/10.0) , ,
5,Sat Oct 30 18:34:38 EDT 2021,4,0,F21A5GeneralStyle,ClassRegistryProvided MainClassProvided , ,A5CommonPropertiesInherited+ A5CommonSignaturesAreInherited+ A5Encapsulation+ A5InterfaceAsType+ A5NoHiddenFields+ A5NoStarImports+ A5NonPublicAccessModifiersMatched+ A5PackageDeclarations+ A5PublicMethodsOverride+ AndTestedChecker AndTestedTwoResultsChecker BaseCaseListToStringChecker+ BaseCaseSExpressionToStringChecker+ CondTestedChecker CondTestedResultsChecker ConsTestedChecker ConsTestedTwoResultsChecker EvalTestedChecker EvalTestedTwoResultsChecker F21A5NoCheckstyleWarnings+ GorETestedChecker GorETestedTwoResultsChecker GreaterTestedChecker GreaterTestedTwoResultsChecker LessTestedChecker LessTestedTwoResultsChecker ListTestedChecker ListTestedTwoResultsChecker ListToStringChecker+ ListToStringDeepChecker+ LoadChecker LorETestedChecker LorETestedTwoResultsChecker NotTestedChecker NotTestedTwoResultsChecker OrTestedChecker OrTestedTwoResultsChecker QuoteTestedChecker QuoteTestedTwoResultsChecker TestLispFileProvided , ,0,5,true,A5CommonPropertiesInherited A5CommonSignaturesAreInherited A5Encapsulation A5InterfaceAsType A5NoHiddenFields A5NoStarImports A5NonPublicAccessModifiersMatched A5PackageDeclarations A5PublicMethodsOverride F21A5NoCheckstyleWarnings ,BaseCaseListToStringChecker BaseCaseSExpressionToStringChecker ListToStringChecker ListToStringDeepChecker ,A5CommonPropertiesInherited A5CommonSignaturesAreInherited A5Encapsulation A5InterfaceAsType A5NoHiddenFields A5NoStarImports A5NonPublicAccessModifiersMatched A5PackageDeclarations A5PublicMethodsOverride F21A5NoCheckstyleWarnings ,A5CommonPropertiesInherited-(0.0/5.0) A5CommonSignaturesAreInherited-(0.0/5.0) A5Encapsulation-(0.0/3.0) A5InterfaceAsType-(0.0/5.0) A5NoHiddenFields-(0.0/2.0) A5NoStarImports-(0.0/2.0) A5NonPublicAccessModifiersMatched-(0.0/5.0) A5PackageDeclarations-(0.0/2.0) A5PublicMethodsOverride-(0.0/5.0) F21A5NoCheckstyleWarnings-(0.0/10.0) , ,
6,Sat Oct 30 18:44:25 EDT 2021,4,0,LispInterpreterLoadSuite,ClassRegistryProvided MainClassProvided , ,A5CommonPropertiesInherited A5CommonSignaturesAreInherited A5Encapsulation A5InterfaceAsType A5NoHiddenFields A5NoStarImports A5NonPublicAccessModifiersMatched A5PackageDeclarations A5PublicMethodsOverride AndTestedChecker AndTestedTwoResultsChecker BaseCaseListToStringChecker BaseCaseSExpressionToStringChecker CondTestedChecker CondTestedResultsChecker ConsTestedChecker ConsTestedTwoResultsChecker EvalTestedChecker EvalTestedTwoResultsChecker F21A5NoCheckstyleWarnings GorETestedChecker GorETestedTwoResultsChecker GreaterTestedChecker GreaterTestedTwoResultsChecker LessTestedChecker LessTestedTwoResultsChecker ListTestedChecker ListTestedTwoResultsChecker ListToStringChecker ListToStringDeepChecker LoadChecker LorETestedChecker LorETestedTwoResultsChecker NotTestedChecker NotTestedTwoResultsChecker OrTestedChecker OrTestedTwoResultsChecker QuoteTestedChecker QuoteTestedTwoResultsChecker TestLispFileProvided , ,1,0,true,CondTestedChecker CondTestedResultsChecker ConsTestedChecker ConsTestedTwoResultsChecker EvalTestedChecker EvalTestedTwoResultsChecker ListTestedChecker ListTestedTwoResultsChecker LoadChecker QuoteTestedChecker QuoteTestedTwoResultsChecker ,ClassRegistryProvided MainClassProvided TestLispFileProvided , ,CondTestedChecker-(0.0/10.0) CondTestedResultsChecker-(0.0/20.0) ConsTestedChecker-(0.0/10.0) ConsTestedTwoResultsChecker-(0.0/10.0) EvalTestedChecker-(0.0/10.0) EvalTestedTwoResultsChecker-(0.0/10.0) ListTestedChecker-(0.0/10.0) ListTestedTwoResultsChecker-(0.0/10.0) LoadChecker-(0.0/0.0) QuoteTestedChecker-(0.0/10.0) QuoteTestedTwoResultsChecker-(0.0/10.0) , ,
6,Sat Oct 30 18:44:25 EDT 2021,4,0,LispInterpreterLoadSuite,ClassRegistryProvided MainClassProvided , ,A5CommonPropertiesInherited A5CommonSignaturesAreInherited A5Encapsulation A5InterfaceAsType A5NoHiddenFields A5NoStarImports A5NonPublicAccessModifiersMatched A5PackageDeclarations A5PublicMethodsOverride AndTestedChecker AndTestedTwoResultsChecker BaseCaseListToStringChecker BaseCaseSExpressionToStringChecker CondTestedChecker CondTestedResultsChecker ConsTestedChecker ConsTestedTwoResultsChecker EvalTestedChecker EvalTestedTwoResultsChecker F21A5NoCheckstyleWarnings GorETestedChecker GorETestedTwoResultsChecker GreaterTestedChecker GreaterTestedTwoResultsChecker LessTestedChecker LessTestedTwoResultsChecker ListTestedChecker ListTestedTwoResultsChecker ListToStringChecker ListToStringDeepChecker LoadChecker LorETestedChecker LorETestedTwoResultsChecker NotTestedChecker NotTestedTwoResultsChecker OrTestedChecker OrTestedTwoResultsChecker QuoteTestedChecker QuoteTestedTwoResultsChecker TestLispFileProvided , ,1,0,true,CondTestedChecker CondTestedResultsChecker ConsTestedChecker ConsTestedTwoResultsChecker EvalTestedChecker EvalTestedTwoResultsChecker ListTestedChecker ListTestedTwoResultsChecker LoadChecker QuoteTestedChecker QuoteTestedTwoResultsChecker ,ClassRegistryProvided MainClassProvided TestLispFileProvided , ,CondTestedChecker-(0.0/10.0) CondTestedResultsChecker-(0.0/20.0) ConsTestedChecker-(0.0/10.0) ConsTestedTwoResultsChecker-(0.0/10.0) EvalTestedChecker-(0.0/10.0) EvalTestedTwoResultsChecker-(0.0/10.0) ListTestedChecker-(0.0/10.0) ListTestedTwoResultsChecker-(0.0/10.0) LoadChecker-(0.0/0.0) QuoteTestedChecker-(0.0/10.0) QuoteTestedTwoResultsChecker-(0.0/10.0) , ,
7,Sat Oct 30 18:44:32 EDT 2021,4,0,LispInterpreterLoadSuite,ClassRegistryProvided MainClassProvided , ,A5CommonPropertiesInherited A5CommonSignaturesAreInherited A5Encapsulation A5InterfaceAsType A5NoHiddenFields A5NoStarImports A5NonPublicAccessModifiersMatched A5PackageDeclarations A5PublicMethodsOverride AndTestedChecker AndTestedTwoResultsChecker BaseCaseListToStringChecker BaseCaseSExpressionToStringChecker CondTestedChecker CondTestedResultsChecker ConsTestedChecker ConsTestedTwoResultsChecker EvalTestedChecker EvalTestedTwoResultsChecker F21A5NoCheckstyleWarnings GorETestedChecker GorETestedTwoResultsChecker GreaterTestedChecker GreaterTestedTwoResultsChecker LessTestedChecker LessTestedTwoResultsChecker ListTestedChecker ListTestedTwoResultsChecker ListToStringChecker ListToStringDeepChecker LoadChecker LorETestedChecker LorETestedTwoResultsChecker NotTestedChecker NotTestedTwoResultsChecker OrTestedChecker OrTestedTwoResultsChecker QuoteTestedChecker QuoteTestedTwoResultsChecker TestLispFileProvided , ,1,1,true,CondTestedChecker CondTestedResultsChecker ConsTestedChecker ConsTestedTwoResultsChecker EvalTestedChecker EvalTestedTwoResultsChecker ListTestedChecker ListTestedTwoResultsChecker LoadChecker QuoteTestedChecker QuoteTestedTwoResultsChecker , , ,CondTestedChecker-(0.0/10.0) CondTestedResultsChecker-(0.0/20.0) ConsTestedChecker-(0.0/10.0) ConsTestedTwoResultsChecker-(0.0/10.0) EvalTestedChecker-(0.0/10.0) EvalTestedTwoResultsChecker-(0.0/10.0) ListTestedChecker-(0.0/10.0) ListTestedTwoResultsChecker-(0.0/10.0) LoadChecker-(0.0/0.0) QuoteTestedChecker-(0.0/10.0) QuoteTestedTwoResultsChecker-(0.0/10.0) , ,
7,Sat Oct 30 18:44:32 EDT 2021,4,0,LispInterpreterLoadSuite,ClassRegistryProvided MainClassProvided , ,A5CommonPropertiesInherited A5CommonSignaturesAreInherited A5Encapsulation A5InterfaceAsType A5NoHiddenFields A5NoStarImports A5NonPublicAccessModifiersMatched A5PackageDeclarations A5PublicMethodsOverride AndTestedChecker AndTestedTwoResultsChecker BaseCaseListToStringChecker BaseCaseSExpressionToStringChecker CondTestedChecker CondTestedResultsChecker ConsTestedChecker ConsTestedTwoResultsChecker EvalTestedChecker EvalTestedTwoResultsChecker F21A5NoCheckstyleWarnings GorETestedChecker GorETestedTwoResultsChecker GreaterTestedChecker GreaterTestedTwoResultsChecker LessTestedChecker LessTestedTwoResultsChecker ListTestedChecker ListTestedTwoResultsChecker ListToStringChecker ListToStringDeepChecker LoadChecker LorETestedChecker LorETestedTwoResultsChecker NotTestedChecker NotTestedTwoResultsChecker OrTestedChecker OrTestedTwoResultsChecker QuoteTestedChecker QuoteTestedTwoResultsChecker TestLispFileProvided , ,1,1,true,CondTestedChecker CondTestedResultsChecker ConsTestedChecker ConsTestedTwoResultsChecker EvalTestedChecker EvalTestedTwoResultsChecker ListTestedChecker ListTestedTwoResultsChecker LoadChecker QuoteTestedChecker QuoteTestedTwoResultsChecker , , ,CondTestedChecker-(0.0/10.0) CondTestedResultsChecker-(0.0/20.0) ConsTestedChecker-(0.0/10.0) ConsTestedTwoResultsChecker-(0.0/10.0) EvalTestedChecker-(0.0/10.0) EvalTestedTwoResultsChecker-(0.0/10.0) ListTestedChecker-(0.0/10.0) ListTestedTwoResultsChecker-(0.0/10.0) LoadChecker-(0.0/0.0) QuoteTestedChecker-(0.0/10.0) QuoteTestedTwoResultsChecker-(0.0/10.0) , ,
8,Sat Oct 30 18:44:34 EDT 2021,4,0,ToStringSuite,ClassRegistryProvided MainClassProvided , ,A5CommonPropertiesInherited A5CommonSignaturesAreInherited A5Encapsulation A5InterfaceAsType A5NoHiddenFields A5NoStarImports A5NonPublicAccessModifiersMatched A5PackageDeclarations A5PublicMethodsOverride AndTestedChecker AndTestedTwoResultsChecker BaseCaseListToStringChecker BaseCaseSExpressionToStringChecker CondTestedChecker CondTestedResultsChecker ConsTestedChecker ConsTestedTwoResultsChecker EvalTestedChecker EvalTestedTwoResultsChecker F21A5NoCheckstyleWarnings GorETestedChecker GorETestedTwoResultsChecker GreaterTestedChecker GreaterTestedTwoResultsChecker LessTestedChecker LessTestedTwoResultsChecker ListTestedChecker ListTestedTwoResultsChecker ListToStringChecker ListToStringDeepChecker LoadChecker LorETestedChecker LorETestedTwoResultsChecker NotTestedChecker NotTestedTwoResultsChecker OrTestedChecker OrTestedTwoResultsChecker QuoteTestedChecker QuoteTestedTwoResultsChecker TestLispFileProvided , ,1,2,true,BaseCaseListToStringChecker BaseCaseSExpressionToStringChecker ListToStringChecker ListToStringDeepChecker , , ,BaseCaseListToStringChecker-(0.0/10.0) BaseCaseSExpressionToStringChecker-(0.0/10.0) ListToStringChecker-(0.0/30.0) ListToStringDeepChecker-(0.0/10.0) , ,
8,Sat Oct 30 18:44:34 EDT 2021,4,0,ToStringSuite,ClassRegistryProvided MainClassProvided , ,A5CommonPropertiesInherited A5CommonSignaturesAreInherited A5Encapsulation A5InterfaceAsType A5NoHiddenFields A5NoStarImports A5NonPublicAccessModifiersMatched A5PackageDeclarations A5PublicMethodsOverride AndTestedChecker AndTestedTwoResultsChecker BaseCaseListToStringChecker BaseCaseSExpressionToStringChecker CondTestedChecker CondTestedResultsChecker ConsTestedChecker ConsTestedTwoResultsChecker EvalTestedChecker EvalTestedTwoResultsChecker F21A5NoCheckstyleWarnings GorETestedChecker GorETestedTwoResultsChecker GreaterTestedChecker GreaterTestedTwoResultsChecker LessTestedChecker LessTestedTwoResultsChecker ListTestedChecker ListTestedTwoResultsChecker ListToStringChecker ListToStringDeepChecker LoadChecker LorETestedChecker LorETestedTwoResultsChecker NotTestedChecker NotTestedTwoResultsChecker OrTestedChecker OrTestedTwoResultsChecker QuoteTestedChecker QuoteTestedTwoResultsChecker TestLispFileProvided , ,1,2,true,BaseCaseListToStringChecker BaseCaseSExpressionToStringChecker ListToStringChecker ListToStringDeepChecker , , ,BaseCaseListToStringChecker-(0.0/10.0) BaseCaseSExpressionToStringChecker-(0.0/10.0) ListToStringChecker-(0.0/30.0) ListToStringDeepChecker-(0.0/10.0) , ,
9,Sat Oct 30 18:44:37 EDT 2021,4,0,LispInterpreterLoadLogicalSuite,ClassRegistryProvided MainClassProvided , ,A5CommonPropertiesInherited A5CommonSignaturesAreInherited A5Encapsulation A5InterfaceAsType A5NoHiddenFields A5NoStarImports A5NonPublicAccessModifiersMatched A5PackageDeclarations A5PublicMethodsOverride AndTestedChecker AndTestedTwoResultsChecker BaseCaseListToStringChecker BaseCaseSExpressionToStringChecker CondTestedChecker CondTestedResultsChecker ConsTestedChecker ConsTestedTwoResultsChecker EvalTestedChecker EvalTestedTwoResultsChecker F21A5NoCheckstyleWarnings GorETestedChecker GorETestedTwoResultsChecker GreaterTestedChecker GreaterTestedTwoResultsChecker LessTestedChecker LessTestedTwoResultsChecker ListTestedChecker ListTestedTwoResultsChecker ListToStringChecker ListToStringDeepChecker LoadChecker LorETestedChecker LorETestedTwoResultsChecker NotTestedChecker NotTestedTwoResultsChecker OrTestedChecker OrTestedTwoResultsChecker QuoteTestedChecker QuoteTestedTwoResultsChecker TestLispFileProvided , ,1,3,true,AndTestedChecker AndTestedTwoResultsChecker NotTestedChecker NotTestedTwoResultsChecker OrTestedChecker OrTestedTwoResultsChecker , , ,AndTestedChecker-(0.0/10.0) AndTestedTwoResultsChecker-(0.0/10.0) NotTestedChecker-(0.0/10.0) NotTestedTwoResultsChecker-(0.0/10.0) OrTestedChecker-(0.0/10.0) OrTestedTwoResultsChecker-(0.0/10.0) , ,
9,Sat Oct 30 18:44:37 EDT 2021,4,0,LispInterpreterLoadLogicalSuite,ClassRegistryProvided MainClassProvided , ,A5CommonPropertiesInherited A5CommonSignaturesAreInherited A5Encapsulation A5InterfaceAsType A5NoHiddenFields A5NoStarImports A5NonPublicAccessModifiersMatched A5PackageDeclarations A5PublicMethodsOverride AndTestedChecker AndTestedTwoResultsChecker BaseCaseListToStringChecker BaseCaseSExpressionToStringChecker CondTestedChecker CondTestedResultsChecker ConsTestedChecker ConsTestedTwoResultsChecker EvalTestedChecker EvalTestedTwoResultsChecker F21A5NoCheckstyleWarnings GorETestedChecker GorETestedTwoResultsChecker GreaterTestedChecker GreaterTestedTwoResultsChecker LessTestedChecker LessTestedTwoResultsChecker ListTestedChecker ListTestedTwoResultsChecker ListToStringChecker ListToStringDeepChecker LoadChecker LorETestedChecker LorETestedTwoResultsChecker NotTestedChecker NotTestedTwoResultsChecker OrTestedChecker OrTestedTwoResultsChecker QuoteTestedChecker QuoteTestedTwoResultsChecker TestLispFileProvided , ,1,3,true,AndTestedChecker AndTestedTwoResultsChecker NotTestedChecker NotTestedTwoResultsChecker OrTestedChecker OrTestedTwoResultsChecker , , ,AndTestedChecker-(0.0/10.0) AndTestedTwoResultsChecker-(0.0/10.0) NotTestedChecker-(0.0/10.0) NotTestedTwoResultsChecker-(0.0/10.0) OrTestedChecker-(0.0/10.0) OrTestedTwoResultsChecker-(0.0/10.0) , ,
10,Sat Oct 30 18:44:38 EDT 2021,4,0,LispInterpreterLoadRelationSuite,ClassRegistryProvided MainClassProvided , ,A5CommonPropertiesInherited A5CommonSignaturesAreInherited A5Encapsulation A5InterfaceAsType A5NoHiddenFields A5NoStarImports A5NonPublicAccessModifiersMatched A5PackageDeclarations A5PublicMethodsOverride AndTestedChecker AndTestedTwoResultsChecker BaseCaseListToStringChecker BaseCaseSExpressionToStringChecker CondTestedChecker CondTestedResultsChecker ConsTestedChecker ConsTestedTwoResultsChecker EvalTestedChecker EvalTestedTwoResultsChecker F21A5NoCheckstyleWarnings GorETestedChecker GorETestedTwoResultsChecker GreaterTestedChecker GreaterTestedTwoResultsChecker LessTestedChecker LessTestedTwoResultsChecker ListTestedChecker ListTestedTwoResultsChecker ListToStringChecker ListToStringDeepChecker LoadChecker LorETestedChecker LorETestedTwoResultsChecker NotTestedChecker NotTestedTwoResultsChecker OrTestedChecker OrTestedTwoResultsChecker QuoteTestedChecker QuoteTestedTwoResultsChecker TestLispFileProvided , ,1,4,true,GorETestedChecker GorETestedTwoResultsChecker GreaterTestedChecker GreaterTestedTwoResultsChecker LessTestedChecker LessTestedTwoResultsChecker LorETestedChecker LorETestedTwoResultsChecker , , ,GorETestedChecker-(0.0/10.0) GorETestedTwoResultsChecker-(0.0/10.0) GreaterTestedChecker-(0.0/10.0) GreaterTestedTwoResultsChecker-(0.0/10.0) LessTestedChecker-(0.0/10.0) LessTestedTwoResultsChecker-(0.0/10.0) LorETestedChecker-(0.0/10.0) LorETestedTwoResultsChecker-(0.0/10.0) , ,
10,Sat Oct 30 18:44:38 EDT 2021,4,0,LispInterpreterLoadRelationSuite,ClassRegistryProvided MainClassProvided , ,A5CommonPropertiesInherited A5CommonSignaturesAreInherited A5Encapsulation A5InterfaceAsType A5NoHiddenFields A5NoStarImports A5NonPublicAccessModifiersMatched A5PackageDeclarations A5PublicMethodsOverride AndTestedChecker AndTestedTwoResultsChecker BaseCaseListToStringChecker BaseCaseSExpressionToStringChecker CondTestedChecker CondTestedResultsChecker ConsTestedChecker ConsTestedTwoResultsChecker EvalTestedChecker EvalTestedTwoResultsChecker F21A5NoCheckstyleWarnings GorETestedChecker GorETestedTwoResultsChecker GreaterTestedChecker GreaterTestedTwoResultsChecker LessTestedChecker LessTestedTwoResultsChecker ListTestedChecker ListTestedTwoResultsChecker ListToStringChecker ListToStringDeepChecker LoadChecker LorETestedChecker LorETestedTwoResultsChecker NotTestedChecker NotTestedTwoResultsChecker OrTestedChecker OrTestedTwoResultsChecker QuoteTestedChecker QuoteTestedTwoResultsChecker TestLispFileProvided , ,1,4,true,GorETestedChecker GorETestedTwoResultsChecker GreaterTestedChecker GreaterTestedTwoResultsChecker LessTestedChecker LessTestedTwoResultsChecker LorETestedChecker LorETestedTwoResultsChecker , , ,GorETestedChecker-(0.0/10.0) GorETestedTwoResultsChecker-(0.0/10.0) GreaterTestedChecker-(0.0/10.0) GreaterTestedTwoResultsChecker-(0.0/10.0) LessTestedChecker-(0.0/10.0) LessTestedTwoResultsChecker-(0.0/10.0) LorETestedChecker-(0.0/10.0) LorETestedTwoResultsChecker-(0.0/10.0) , ,
11,Sat Oct 30 18:46:24 EDT 2021,4,0,LispInterpreterRequiredClassesSuite,ClassRegistryProvided MainClassProvided , ,A5CommonPropertiesInherited A5CommonSignaturesAreInherited A5Encapsulation A5InterfaceAsType A5NoHiddenFields A5NoStarImports A5NonPublicAccessModifiersMatched A5PackageDeclarations A5PublicMethodsOverride AndTestedChecker AndTestedTwoResultsChecker BaseCaseListToStringChecker BaseCaseSExpressionToStringChecker CondTestedChecker CondTestedResultsChecker ConsTestedChecker ConsTestedTwoResultsChecker EvalTestedChecker EvalTestedTwoResultsChecker F21A5NoCheckstyleWarnings GorETestedChecker GorETestedTwoResultsChecker GreaterTestedChecker GreaterTestedTwoResultsChecker LessTestedChecker LessTestedTwoResultsChecker ListTestedChecker ListTestedTwoResultsChecker ListToStringChecker ListToStringDeepChecker LoadChecker LorETestedChecker LorETestedTwoResultsChecker NotTestedChecker NotTestedTwoResultsChecker OrTestedChecker OrTestedTwoResultsChecker QuoteTestedChecker QuoteTestedTwoResultsChecker TestLispFileProvided , ,2,0,true,ClassRegistryProvided MainClassProvided , , ,ClassRegistryProvided-(0.0/0.0) MainClassProvided-(0.0/0.0) , ,
11,Sat Oct 30 18:46:24 EDT 2021,4,0,LispInterpreterRequiredClassesSuite,ClassRegistryProvided MainClassProvided , ,A5CommonPropertiesInherited A5CommonSignaturesAreInherited A5Encapsulation A5InterfaceAsType A5NoHiddenFields A5NoStarImports A5NonPublicAccessModifiersMatched A5PackageDeclarations A5PublicMethodsOverride AndTestedChecker AndTestedTwoResultsChecker BaseCaseListToStringChecker BaseCaseSExpressionToStringChecker CondTestedChecker CondTestedResultsChecker ConsTestedChecker ConsTestedTwoResultsChecker EvalTestedChecker EvalTestedTwoResultsChecker F21A5NoCheckstyleWarnings GorETestedChecker GorETestedTwoResultsChecker GreaterTestedChecker GreaterTestedTwoResultsChecker LessTestedChecker LessTestedTwoResultsChecker ListTestedChecker ListTestedTwoResultsChecker ListToStringChecker ListToStringDeepChecker LoadChecker LorETestedChecker LorETestedTwoResultsChecker NotTestedChecker NotTestedTwoResultsChecker OrTestedChecker OrTestedTwoResultsChecker QuoteTestedChecker QuoteTestedTwoResultsChecker TestLispFileProvided , ,2,0,true,ClassRegistryProvided MainClassProvided , , ,ClassRegistryProvided-(0.0/0.0) MainClassProvided-(0.0/0.0) , ,
12,Sat Oct 30 18:46:25 EDT 2021,4,0,LispInterpreterRequiredClassesSuite,ClassRegistryProvided MainClassProvided , ,A5CommonPropertiesInherited A5CommonSignaturesAreInherited A5Encapsulation A5InterfaceAsType A5NoHiddenFields A5NoStarImports A5NonPublicAccessModifiersMatched A5PackageDeclarations A5PublicMethodsOverride AndTestedChecker AndTestedTwoResultsChecker BaseCaseListToStringChecker BaseCaseSExpressionToStringChecker CondTestedChecker CondTestedResultsChecker ConsTestedChecker ConsTestedTwoResultsChecker EvalTestedChecker EvalTestedTwoResultsChecker F21A5NoCheckstyleWarnings GorETestedChecker GorETestedTwoResultsChecker GreaterTestedChecker GreaterTestedTwoResultsChecker LessTestedChecker LessTestedTwoResultsChecker ListTestedChecker ListTestedTwoResultsChecker ListToStringChecker ListToStringDeepChecker LoadChecker LorETestedChecker LorETestedTwoResultsChecker NotTestedChecker NotTestedTwoResultsChecker OrTestedChecker OrTestedTwoResultsChecker QuoteTestedChecker QuoteTestedTwoResultsChecker TestLispFileProvided , ,2,1,true,ClassRegistryProvided MainClassProvided , , ,ClassRegistryProvided-(0.0/0.0) MainClassProvided-(0.0/0.0) , ,
12,Sat Oct 30 18:46:25 EDT 2021,4,0,LispInterpreterRequiredClassesSuite,ClassRegistryProvided MainClassProvided , ,A5CommonPropertiesInherited A5CommonSignaturesAreInherited A5Encapsulation A5InterfaceAsType A5NoHiddenFields A5NoStarImports A5NonPublicAccessModifiersMatched A5PackageDeclarations A5PublicMethodsOverride AndTestedChecker AndTestedTwoResultsChecker BaseCaseListToStringChecker BaseCaseSExpressionToStringChecker CondTestedChecker CondTestedResultsChecker ConsTestedChecker ConsTestedTwoResultsChecker EvalTestedChecker EvalTestedTwoResultsChecker F21A5NoCheckstyleWarnings GorETestedChecker GorETestedTwoResultsChecker GreaterTestedChecker GreaterTestedTwoResultsChecker LessTestedChecker LessTestedTwoResultsChecker ListTestedChecker ListTestedTwoResultsChecker ListToStringChecker ListToStringDeepChecker LoadChecker LorETestedChecker LorETestedTwoResultsChecker NotTestedChecker NotTestedTwoResultsChecker OrTestedChecker OrTestedTwoResultsChecker QuoteTestedChecker QuoteTestedTwoResultsChecker TestLispFileProvided , ,2,1,true,ClassRegistryProvided MainClassProvided , , ,ClassRegistryProvided-(0.0/0.0) MainClassProvided-(0.0/0.0) , ,
13,Sat Oct 30 18:46:26 EDT 2021,4,0,LispInterpreterLoadSuite,ClassRegistryProvided MainClassProvided , ,A5CommonPropertiesInherited A5CommonSignaturesAreInherited A5Encapsulation A5InterfaceAsType A5NoHiddenFields A5NoStarImports A5NonPublicAccessModifiersMatched A5PackageDeclarations A5PublicMethodsOverride AndTestedChecker AndTestedTwoResultsChecker BaseCaseListToStringChecker BaseCaseSExpressionToStringChecker CondTestedChecker CondTestedResultsChecker ConsTestedChecker ConsTestedTwoResultsChecker EvalTestedChecker EvalTestedTwoResultsChecker F21A5NoCheckstyleWarnings GorETestedChecker GorETestedTwoResultsChecker GreaterTestedChecker GreaterTestedTwoResultsChecker LessTestedChecker LessTestedTwoResultsChecker ListTestedChecker ListTestedTwoResultsChecker ListToStringChecker ListToStringDeepChecker LoadChecker LorETestedChecker LorETestedTwoResultsChecker NotTestedChecker NotTestedTwoResultsChecker OrTestedChecker OrTestedTwoResultsChecker QuoteTestedChecker QuoteTestedTwoResultsChecker TestLispFileProvided , ,2,2,true,CondTestedChecker CondTestedResultsChecker ConsTestedChecker ConsTestedTwoResultsChecker EvalTestedChecker EvalTestedTwoResultsChecker ListTestedChecker ListTestedTwoResultsChecker LoadChecker QuoteTestedChecker QuoteTestedTwoResultsChecker ,TestLispFileProvided , ,CondTestedChecker-(0.0/10.0) CondTestedResultsChecker-(0.0/20.0) ConsTestedChecker-(0.0/10.0) ConsTestedTwoResultsChecker-(0.0/10.0) EvalTestedChecker-(0.0/10.0) EvalTestedTwoResultsChecker-(0.0/10.0) ListTestedChecker-(0.0/10.0) ListTestedTwoResultsChecker-(0.0/10.0) LoadChecker-(0.0/0.0) QuoteTestedChecker-(0.0/10.0) QuoteTestedTwoResultsChecker-(0.0/10.0) , ,
